defect,detail,title,size,category,upc,sku,price,in_stock,url,offer_id
variant size vs title size,the title also names 11x14 (the parent listing's size); the variant actually sold here is 6x8,11x14 | Black | Picture Frame | Matted to 8.5x11 | Streamline | Set of 2 6x8 with 4x6 Mat / Gold / 1 Pack,6x8,Picture Frame,00198301000086,,10.99,yes,https://americanflat.com/products/streamline-matted-picture-frame,shopify_US_8432900997190_45207346741318
variant size vs title size,the title also names 11x14 (the parent listing's size); the variant actually sold here is 6x8,11x14 | Black | Picture Frame | Matted to 8.5x11 | Streamline | Set of 2 6x8 with 4x6 Mat / Silver / 1 Pack,6x8,Picture Frame,00198301000093,,10.99,yes,https://americanflat.com/products/streamline-matted-picture-frame,shopify_US_8432900997190_45207346708550
variant size vs title size,the title also names 11x14 (the parent listing's size); the variant actually sold here is 6x8,11x14 | Black | Picture Frame | Matted to 8.5x11 | Streamline | Set of 2 6x8 with 4x6 Mat / White / 1 Pack,6x8,Picture Frame,00198301000116,,10.99,yes,https://americanflat.com/products/streamline-matted-picture-frame,shopify_US_8432900997190_45207346643014
variant size vs title size,the title also names 11x14 (the parent listing's size); the variant actually sold here is 8x10,11x14 | Black | Picture Frame | Matted to 8.5x11 | Streamline | Set of 2 8x10 with 5x7 Mat / Black / 1 Pack,8x10,Picture Frame,00850001296557,,8.99,yes,https://americanflat.com/products/streamline-matted-picture-frame,shopify_US_8432900997190_45207344840774
variant size vs title size,the title also names 11x14 (the parent listing's size); the variant actually sold here is 8x10,11x14 | Black | Picture Frame | Matted to 8.5x11 | Streamline | Set of 2 8x10 with 5x7 Mat / Grey / 1 Pack,8x10,Picture Frame,00850001296854,,9.99,yes,https://americanflat.com/products/streamline-matted-picture-frame,shopify_US_8432900997190_45207344971846
variant size vs title size,the title also names 11x14 (the parent listing's size); the variant actually sold here is 8x10,11x14 | Black | Picture Frame | Matted to 8.5x11 | Streamline | Set of 2 8x10 with 5x7 Mat / Mahogany / 1 Pack,8x10,Picture Frame,00850001296755,,6.99,yes,https://americanflat.com/products/streamline-matted-picture-frame,shopify_US_8432900997190_45207346970694
variant size vs title size,the title also names 11x14 (the parent listing's size); the variant actually sold here is 8x10,11x14 | Black | Picture Frame | Matted to 8.5x11 | Streamline | Set of 2 8x10 with 5x7 Mat / Silver / 1 Pack,8x10,Picture Frame,00850001296700,,,no,https://americanflat.com/products/streamline-matted-picture-frame,shopify_US_8432900997190_45207345135686
variant size vs title size,the title also names 11x14 (the parent listing's size); the variant actually sold here is 8x10,11x14 | Black | Picture Frame | Matted to 8.5x11 | Streamline | Set of 2 8x10 with 5x7 Mat / White / 1 Pack,8x10,Picture Frame,00850001296601,,8.99,yes,https://americanflat.com/products/streamline-matted-picture-frame,shopify_US_8432900997190_45207344676934
variant size vs title size,the title also names 11x14 (the parent listing's size); the variant actually sold here is 8x8,11x14 | Black | Picture Frame | Matted to 8.5x11 | Streamline | Set of 2 8x8 with 5x5 Mat / Black / 1 Pack,8x8,Picture Frame,00810131995898,,8.49,yes,https://americanflat.com/products/streamline-matted-picture-frame,shopify_US_8432900997190_45207345463366
variant size vs title size,the title also names 11x14 (the parent listing's size); the variant actually sold here is 8x8,11x14 | Black | Picture Frame | Matted to 8.5x11 | Streamline | Set of 2 8x8 with 5x5 Mat / White / 1 Pack,8x8,Picture Frame,00198301000130,,5.99,yes,https://americanflat.com/products/streamline-matted-picture-frame,shopify_US_8432900997190_45207346610246
variant size vs title size,the title also names 11x14 (the parent listing's size); the variant actually sold here is 8x8,11x14 | Black | Picture Frame | Matted to 8.5x11 | Streamline | Set of 2 8x8 with 6x6 Mat / Black / 1 Pack,8x8,Picture Frame,00810029118521,,8.49,yes,https://americanflat.com/products/streamline-matted-picture-frame,shopify_US_8432900997190_45207344611398
variant size vs title size,the title also names 11x14 (the parent listing's size); the variant actually sold here is 8x8,11x14 | Black | Picture Frame | Matted to 8.5x11 | Streamline | Set of 2 8x8 with 6x6 Mat / Black / 2 Pack,8x8,Picture Frame,00810029117548,,14.99,yes,https://americanflat.com/products/streamline-matted-picture-frame,shopify_US_8432900997190_45207345561670
variant size vs title size,the title also names 11x14 (the parent listing's size); the variant actually sold here is 8x8,11x14 | Black | Picture Frame | Matted to 8.5x11 | Streamline | Set of 2 8x8 with 6x6 Mat / White / 1 Pack,8x8,Picture Frame,00198301000147,,5.99,yes,https://americanflat.com/products/streamline-matted-picture-frame,shopify_US_8432900997190_45207346577478
variant size vs title size,the title also names 11x14 (the parent listing's size); the variant actually sold here is 9x12,11x14 | Black | Picture Frame | Matted to 8.5x11 | Streamline | Set of 2 9x12 with 6x6 Mat / Black / 2 Pack,9x12,Picture Frame,00810029117579,,12.99,yes,https://americanflat.com/products/streamline-matted-picture-frame,shopify_US_8432900997190_45207345692742
variant size vs title size,the title also names 11x14 (the parent listing's size); the variant actually sold here is 9x12,11x14 | Black | Picture Frame | Matted to 8.5x11 | Streamline | Set of 2 9x12 with 6x8 Mat / Black / 1 Pack,9x12,Picture Frame,00810029118477,,10.99,yes,https://americanflat.com/products/streamline-matted-picture-frame,shopify_US_8432900997190_45207344644166
variant size vs title size,the title also names 11x14 (the parent listing's size); the variant actually sold here is 9x12,11x14 | Black | Picture Frame | Matted to 8.5x11 | Streamline | Set of 2 9x12 with 6x8 Mat / White / 1 Pack,9x12,Picture Frame,00198301000192,,10.99,yes,https://americanflat.com/products/streamline-matted-picture-frame,shopify_US_8432900997190_45207346544710
variant size vs title size,the title also names 11x14 (the parent listing's size); the variant actually sold here is 12x16,11x14 | Black | Picture Frame | Matted to 8x10 | Galleria | Set of 2 12x16 / Gold / 9x12,12x16,Picture Frame,00198301008044,,36.99,yes,https://americanflat.com/products/picture-frame-2-pack-with-mat-protective-plexiglass-cover-wall-decor,shopify_US_8396923240518_45042767233094
variant size vs title size,the title also names 11x14 (the parent listing's size); the variant actually sold here is 12x18,11x14 | Black | Picture Frame | Matted to 8x10 | Galleria | Set of 2 12x18 / White / 11x17,12x18,Picture Frame,00198301005906,,37.99,yes,https://americanflat.com/products/picture-frame-2-pack-with-mat-protective-plexiglass-cover-wall-decor,shopify_US_8396923240518_45042767495238
variant size vs title size,the title also names 11x14 (the parent listing's size); the variant actually sold here is 13x16,11x14 | Black | Picture Frame | Matted to 8x10 | Galleria | Set of 2 13x16 with 10x13 mat / Black,13x16,Picture Frame,00198301001120,,21.99,yes,https://americanflat.com/products/americanflat-galleria-picture-frames-set-of-2-with-mat,shopify_US_8423987904582_45167844491334
variant size vs title size,the title also names 11x14 (the parent listing's size); the variant actually sold here is 18x28,11x14 | Black | Picture Frame | Matted to 8x10 | Galleria | Set of 2 18x28 with 1424 mat / Black,18x28,Picture Frame,00198301001403,,36.99,yes,https://americanflat.com/products/americanflat-galleria-picture-frames-set-of-2-with-mat,shopify_US_8423987904582_45167843377222
variant size vs title size,the title also names 11x14 (the parent listing's size); the variant actually sold here is 8x10,11x14 | Black | Picture Frame | Matted to 8x10 | Galleria | Set of 2 8x10 / White / 5x7,8x10,Picture Frame,00198301005654,,44.99,yes,https://americanflat.com/products/picture-frame-2-pack-with-mat-protective-plexiglass-cover-wall-decor,shopify_US_8396923240518_45042766479430
variant size vs title size,the title also names 11x14 (the parent listing's size); the variant actually sold here is 11x17,11x14 | Black | Picture Frame | Matted to 8x10 | Hudson 11x17 / Black / 8x12,11x17,Picture Frame,00198301006651,,35.99,yes,https://americanflat.com/products/picture-frame-wide-molding-included-mat-shatter-resistant-glass-wall-decor,shopify_US_8396931629126_45042780569670
variant size vs title size,the title also names 11x14 (the parent listing's size); the variant actually sold here is 12x18,11x14 | Black | Picture Frame | Matted to 8x10 | Hudson 12x18 / White / 11x17,12x18,Picture Frame,00198301006699,,49.99,yes,https://americanflat.com/products/picture-frame-wide-molding-included-mat-shatter-resistant-glass-wall-decor,shopify_US_8396931629126_45042780733510
variant size vs title size,the title also names 11x14 (the parent listing's size); the variant actually sold here is 8x10,11x14 | Black | Picture Frame | Matted to 8x10 | Hudson 8x10 / Natural Oak / 5x7,8x10,Picture Frame,00198301006606,,43.99,yes,https://americanflat.com/products/picture-frame-wide-molding-included-mat-shatter-resistant-glass-wall-decor,shopify_US_8396931629126_45042780405830
variant size vs title size,the title also names 11x14 (the parent listing's size); the variant actually sold here is 10x10,11x14 | Black | Picture Frame | Matted to 8x10 | Signature 10x10 / Black,10x10,Picture Frame,00850038118884,,11.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45167862906950
variant size vs title size,the title also names 11x14 (the parent listing's size); the variant actually sold here is 10x10,11x14 | Black | Picture Frame | Matted to 8x10 | Signature 10x10 / White,10x10,Picture Frame,00198301000710,,11.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45167863889990
variant size vs title size,the title also names 11x14 (the parent listing's size); the variant actually sold here is 10x10,11x14 | Black | Picture Frame | Matted to 8x10 | Signature 10x10 with 4x4 mat / Black / 1 Pack,10x10,Picture Frame,00791398912371,,6.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45211578925126
variant size vs title size,the title also names 11x14 (the parent listing's size); the variant actually sold here is 10x10,11x14 | Black | Picture Frame | Matted to 8x10 | Signature 10x10 with 4x4 mat / Driftwood / 1 Pack,10x10,Picture Frame,00850038117344,,12.99,no,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45211582562374
variant size vs title size,the title also names 11x14 (the parent listing's size); the variant actually sold here is 10x10,11x14 | Black | Picture Frame | Matted to 8x10 | Signature 10x10 with 4x4 mat / Lightwood / 1 Pack,10x10,Picture Frame,00850038117351,,12.99,no,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45211582595142
variant size vs title size,the title also names 11x14 (the parent listing's size); the variant actually sold here is 10x10,11x14 | Black | Picture Frame | Matted to 8x10 | Signature 10x10 with 4x4 mat / Walnut / 1 Pack,10x10,Picture Frame,00850038117368,,6.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45211578990662
variant size vs title size,the title also names 11x14 (the parent listing's size); the variant actually sold here is 10x10,11x14 | Black | Picture Frame | Matted to 8x10 | Signature 10x10 with 4x4 mat / White / 1 Pack,10x10,Picture Frame,00850038117375,,11.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45211578957894
variant size vs title size,the title also names 11x14 (the parent listing's size); the variant actually sold here is 10x20,11x14 | Black | Picture Frame | Matted to 8x10 | Signature 10x20 / Black / 2 Opening,10x20,Picture Frame,00810131999278,,24.99,no,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45211583807558
variant size vs title size,the title also names 11x14 (the parent listing's size); the variant actually sold here is 12x12,11x14 | Black | Picture Frame | Matted to 8x10 | Signature 12x12 / Black / Circle,12x12,Picture Frame,,,10.99,no,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45211579973702
variant size vs title size,the title also names 11x14 (the parent listing's size); the variant actually sold here is 12x12,11x14 | Black | Picture Frame | Matted to 8x10 | Signature 12x12 / Black / Heart,12x12,Picture Frame,00810131997267,,13.99,no,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45211579383878
variant size vs title size,the title also names 11x14 (the parent listing's size); the variant actually sold here is 12x12,11x14 | Black | Picture Frame | Matted to 8x10 | Signature 12x12 / Driftwood / Circle,12x12,Picture Frame,,,10.99,no,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45211580006470
